,ACTIVITYESTIMATE,WEEK,POP,AREA,HealthCare_All,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread,Density
1672,Sporadic,18,5048281,269601,82.0999984741211,97.9000015258789,60233,22,10,2,0,0,0,Sporadic,33,8,8,2,0.0,18.725008438396
1673,Sporadic,19,5048281,269601,82.0999984741211,97.9000015258789,60233,8,2,0,0,0,0,Sporadic,34,2,14,1,0.0,18.725008438396
1674,Sporadic,20,5048281,269601,82.0999984741211,97.9000015258789,60233,6,0,1,0,0,0,Sporadic,27,0,24,0,0.0,18.725008438396
1675,No Activity,41,5121771,269601,82.0999984741211,97.9000015258789,58629,9,0,0,0,0,0,No Activity,21,0,30,0,0.0,18.99759644808439
1676,Sporadic,42,5121771,269601,82.0999984741211,97.9000015258789,58629,10,2,1,0,0,0,No Activity,19,0,32,0,0.0,18.99759644808439
1677,Sporadic,43,5121771,269601,82.0999984741211,97.9000015258789,58629,12,0,2,0,0,0,Sporadic,19,0,32,0,0.0,18.99759644808439
1678,Sporadic,44,5121771,269601,82.0999984741211,97.9000015258789,58629,15,1,2,0,0,0,Sporadic,21,0,30,0,0.0,18.99759644808439
1679,Sporadic,45,5121771,269601,82.0999984741211,97.9000015258789,58629,14,0,0,0,0,0,Sporadic,26,1,24,0,0.0,18.99759644808439
1680,Sporadic,46,5121771,269601,82.0999984741211,97.9000015258789,58629,14,0,5,0,0,0,Sporadic,24,0,27,0,0.0,18.99759644808439
1681,Sporadic,47,5121771,269601,82.0999984741211,97.9000015258789,58629,22,1,0,0,0,0,Sporadic,27,0,24,0,0.0,18.99759644808439
1682,Sporadic,48,5121771,269601,82.0999984741211,97.9000015258789,58629,26,2,1,0,0,0,Sporadic,29,1,21,0,0.0,18.99759644808439
1683,Local Activity,49,5121771,269601,82.0999984741211,97.9000015258789,58629,37,2,0,0,0,0,Sporadic,31,1,19,0,0.0,18.99759644808439
1684,Sporadic,50,5121771,269601,82.0999984741211,97.9000015258789,58629,71,4,0,0,0,0,Local Activity,32,3,16,0,0.0,18.99759644808439
1685,Regional,51,5121771,269601,82.0999984741211,97.9000015258789,58629,96,5,0,0,0,0,Sporadic,37,2,12,0,0.0,18.99759644808439
1686,Regional,52,5121771,269601,82.0999984741211,97.9000015258789,58629,93,4,0,0,0,0,Regional,37,2,11,1,0.0,18.99759644808439
1687,Regional,1,5121771,269601,82.0999984741211,97.9000015258789,58629,98,13,1,0,0,0,Regional,40,4,6,1,0.0,18.99759644808439
1688,Regional,2,5121771,269601,82.0999984741211,97.9000015258789,58629,135,21,4,0,0,0,Regional,37,7,5,2,0.0,18.99759644808439
1689,Regional,3,5121771,269601,82.0999984741211,97.9000015258789,58629,181,42,7,0,0,0,Regional,38,8,3,1,0.0,18.99759644808439
1690,Regional,4,5121771,269601,82.0999984741211,97.9000015258789,58629,245,67,5,0,0,0,Regional,35,8,3,4,0.0,18.99759644808439
1691,Regional,5,5121771,269601,82.0999984741211,97.9000015258789,58629,335,97,4,0,0,0,Regional,31,13,1,6,0.0,18.99759644808439
1692,Regional,6,5121771,269601,82.0999984741211,97.9000015258789,58629,385,141,0,0,0,0,Regional,28,12,1,9,0.6931471805599453,18.99759644808439
1693,Widespread,7,5121771,269601,82.0999984741211,97.9000015258789,58629,459,172,26,0,0,0,Regional,21,17,0,12,0.6931471805599453,18.99759644808439
1694,Widespread,8,5121771,269601,82.0999984741211,97.9000015258789,58629,629,220,22,0,0,0,Widespread,16,20,0,13,1.0986122886681098,18.99759644808439
1695,Widespread,9,5121771,269601,82.0999984741211,97.9000015258789,58629,908,337,18,0,0,0,Widespread,13,13,0,18,2.0794415416798357,18.99759644808439
1696,Widespread,10,5121771,269601,82.0999984741211,97.9000015258789,58629,1134,376,39,0,0,0,Widespread,9,11,0,22,2.302585092994046,18.99759644808439
1697,Widespread,11,5121771,269601,82.0999984741211,97.9000015258789,58629,1261,467,38,0,0,0,Widespread,11,3,0,22,2.772588722239781,18.99759644808439
1698,Widespread,12,5121771,269601,82.0999984741211,97.9000015258789,58629,960,357,29,0,0,0,Widespread,9,2,0,20,3.044522437723423,18.99759644808439
1699,Widespread,13,5121771,269601,82.0999984741211,97.9000015258789,58629,609,213,12,0,0,0,Widespread,5,9,0,21,2.833213344056216,18.99759644808439
1700,Widespread,14,5121771,269601,82.0999984741211,97.9000015258789,58629,539,199,19,0,0,0,Widespread,9,13,0,19,2.3978952727983707,18.99759644808439
1701,Widespread,15,5121771,269601,82.0999984741211,97.9000015258789,58629,510,139,17,0,0,0,Widespread,12,20,0,9,2.3978952727983707,18.99759644808439
1702,Local Activity,16,5121771,269601,82.0999984741211,97.9000015258789,58629,482,85,13,0,0,0,Widespread,19,17,0,9,1.9459101490553132,18.99759644808439
1703,Sporadic,17,5121771,269601,82.0999984741211,97.9000015258789,58629,316,52,8,0,0,0,Local Activity,22,14,1,10,1.6094379124341003,18.99759644808439
1704,Sporadic,18,5121771,269601,82.0999984741211,97.9000015258789,58629,279,43,4,0,0,0,Sporadic,28,12,0,9,1.0986122886681098,18.99759644808439
1705,Sporadic,19,5121771,269601,82.0999984741211,97.9000015258789,58629,211,21,3,0,0,0,Sporadic,29,12,0,8,1.0986122886681098,18.99759644808439
1706,Sporadic,20,5121771,269601,82.0999984741211,97.9000015258789,58629,144,19,4,0,0,0,Sporadic,31,11,3,4,0.6931471805599453,18.99759644808439
1707,No Activity,41,5193721,269601,82.0999984741211,97.9000015258789,57255,62,6,0,0,0,0,Sporadic,31,1,18,0,0.0,19.264472312788158
1708,Sporadic,42,5193721,269601,82.0999984741211,97.9000015258789,57255,121,3,3,0,0,0,No Activity,34,1,16,0,0.0,19.264472312788158
1709,Sporadic,43,5193721,269601,82.0999984741211,97.9000015258789,57255,146,2,0,0,0,0,Sporadic,35,3,13,0,0.0,19.264472312788158
1710,Sporadic,44,5193721,269601,82.0999984741211,97.9000015258789,57255,172,3,2,0,0,0,Sporadic,34,5,12,0,0.0,19.264472312788158
1711,Sporadic,45,5193721,269601,82.0999984741211,97.9000015258789,57255,259,4,4,0,0,0,Sporadic,33,8,8,1,0.0,19.264472312788158
1712,Regional,46,5193721,269601,82.0999984741211,97.9000015258789,57255,368,8,2,2,0,0,Sporadic,33,8,5,4,0.0,19.264472312788158
1713,Local Activity,47,5193721,269601,82.0999984741211,97.9000015258789,57255,530,4,6,0,0,0,Regional,32,8,3,6,0.6931471805599453,19.264472312788158
1714,Local Activity,48,5193721,269601,82.0999984741211,97.9000015258789,57255,910,17,12,0,0,0,Local Activity,20,19,1,7,1.6094379124341003,19.264472312788158
1715,Local Activity,49,5193721,269601,82.0999984741211,97.9000015258789,57255,1596,34,16,0,0,0,Local Activity,13,15,0,15,2.1972245773362196,19.264472312788158
1716,Regional,50,5193721,269601,82.0999984741211,97.9000015258789,57255,2366,34,16,0,0,0,Local Activity,3,12,0,17,2.9444389791664403,19.264472312788158
1717,Regional,51,5193721,269601,82.0999984741211,97.9000015258789,57255,3110,49,18,0,0,0,Regional,4,6,0,12,3.4011973816621555,19.264472312788158
1718,Widespread,52,5193721,269601,82.0999984741211,97.9000015258789,57255,3148,72,42,0,0,0,Regional,2,3,0,14,3.4657359027997265,19.264472312788158
1719,Widespread,1,5193721,269601,82.0999984741211,97.9000015258789,57255,2911,72,43,0,0,0,Widespread,1,2,0,7,3.7376696182833684,19.264472312788158
1720,Widespread,2,5193721,269601,82.0999984741211,97.9000015258789,57255,3126,100,56,0,0,0,Widespread,1,1,0,2,3.871201010907891,19.264472312788158
1721,Widespread,3,5193721,269601,82.0999984741211,97.9000015258789,57255,2374,86,54,0,0,0,Widespread,0,1,0,2,3.8918202981106265,19.264472312788158
1722,Widespread,4,5193721,269601,82.0999984741211,97.9000015258789,57255,1864,102,35,0,0,0,Widespread,0,2,0,2,3.871201010907891,19.264472312788158
1723,Widespread,5,5193721,269601,82.0999984741211,97.9000015258789,57255,1443,108,30,0,0,0,Widespread,0,2,0,7,3.7612001156935624,19.264472312788158
1724,Widespread,6,5193721,269601,82.0999984741211,97.9000015258789,57255,897,86,17,0,0,0,Widespread,1,3,0,9,3.6635616461296463,19.264472312788158
1725,Widespread,7,5193721,269601,82.0999984741211,97.9000015258789,57255,655,60,11,0,0,0,Widespread,1,5,0,14,3.4657359027997265,19.264472312788158
1726,Regional,8,5193721,269601,82.0999984741211,97.9000015258789,57255,431,58,6,0,0,0,Widespread,1,7,0,21,3.1354942159291497,19.264472312788158
1727,Regional,9,5193721,269601,82.0999984741211,97.9000015258789,57255,344,45,4,0,0,0,Regional,3,8,0,28,2.5649493574615367,19.264472312788158
1728,Regional,10,5193721,269601,82.0999984741211,97.9000015258789,57255,259,43,5,0,0,0,Regional,4,14,0,24,2.302585092994046,19.264472312788158
1729,Sporadic,11,5193721,269601,82.0999984741211,97.9000015258789,57255,167,37,1,0,0,0,Regional,6,17,0,19,2.1972245773362196,19.264472312788158
1730,Sporadic,12,5193721,269601,82.0999984741211,97.9000015258789,57255,137,29,2,0,0,0,Sporadic,8,27,0,8,2.0794415416798357,19.264472312788158
1731,Sporadic,13,5193721,269601,82.0999984741211,97.9000015258789,57255,94,33,1,0,0,0,Sporadic,12,24,1,8,1.9459101490553132,19.264472312788158
1732,Sporadic,14,5193721,269601,82.0999984741211,97.9000015258789,57255,104,26,0,0,0,0,Sporadic,12,27,1,7,1.6094379124341003,19.264472312788158
1733,Sporadic,15,5193721,269601,82.0999984741211,97.9000015258789,57255,55,40,1,0,0,0,Sporadic,24,15,1,7,1.6094379124341003,19.264472312788158
1734,Sporadic,16,5193721,269601,82.0999984741211,97.9000015258789,57255,62,28,0,0,0,0,Sporadic,34,8,0,6,1.3862943611198906,19.264472312788158
1735,Sporadic,17,5193721,269601,82.0999984741211,97.9000015258789,57255,51,31,2,0,0,0,Sporadic,36,8,1,3,1.3862943611198906,19.264472312788158
1736,Sporadic,18,5193721,269601,82.0999984741211,97.9000015258789,57255,51,17,3,0,0,0,Sporadic,36,6,5,3,0.0,19.264472312788158
1737,No Activity,19,5193721,269601,82.0999984741211,97.9000015258789,57255,33,12,1,0,0,0,Sporadic,38,3,5,5,0.0,19.264472312788158
1738,No Activity,20,5193721,269601,82.0999984741211,97.9000015258789,57255,22,11,0,0,0,0,No Activity,35,2,12,1,0.0,19.264472312788158
1739,No Activity,41,5270482,269601,82.0999984741211,97.9000015258789,63371,20,53,1,0,0,0,No Activity,50,6,44,0,0.0,19.549193066791297
1740,No Activity,41,5270482,269601,82.0999984741211,97.9000015258789,67912,20,53,1,0,0,0,No Activity,50,6,44,0,0.0,19.549193066791297
1741,No Activity,42,5270482,269601,82.0999984741211,97.9000015258789,63371,15,48,1,0,0,0,No Activity,55,6,41,0,0.0,19.549193066791297
1742,No Activity,42,5270482,269601,82.0999984741211,97.9000015258789,67912,15,48,1,0,0,0,No Activity,55,6,41,0,0.0,19.549193066791297
1743,No Activity,43,5270482,269601,82.0999984741211,97.9000015258789,63371,16,69,0,0,0,0,No Activity,58,7,34,1,0.0,19.549193066791297
1744,No Activity,43,5270482,269601,82.0999984741211,97.9000015258789,67912,16,69,0,0,0,0,No Activity,58,7,34,1,0.0,19.549193066791297
1745,Sporadic,44,5270482,269601,82.0999984741211,97.9000015258789,63371,22,79,4,0,0,0,No Activity,68,10,25,3,0.0,19.549193066791297
1746,Sporadic,44,5270482,269601,82.0999984741211,97.9000015258789,67912,22,79,4,0,0,0,Sporadic,68,10,25,3,0.0,19.549193066791297
1747,Sporadic,45,5270482,269601,82.0999984741211,97.9000015258789,63371,23,135,0,0,0,0,Sporadic,71,12,16,3,0.0,19.549193066791297
1748,Sporadic,45,5270482,269601,82.0999984741211,97.9000015258789,67912,23,135,0,0,0,0,Sporadic,71,12,16,3,0.0,19.549193066791297
1749,Sporadic,46,5270482,269601,82.0999984741211,97.9000015258789,63371,17,230,5,0,0,0,Sporadic,71,17,9,5,0.0,19.549193066791297
1750,Sporadic,46,5270482,269601,82.0999984741211,97.9000015258789,67912,17,230,5,0,0,0,Sporadic,71,17,9,5,0.0,19.549193066791297
1751,Local Activity,47,5270482,269601,82.0999984741211,97.9000015258789,63371,14,357,1,0,0,0,Sporadic,68,19,5,10,0.0,19.549193066791297
1752,Local Activity,47,5270482,269601,82.0999984741211,97.9000015258789,67912,14,357,1,0,0,0,Local Activity,68,19,5,10,0.0,19.549193066791297
1753,Local Activity,48,5270482,269601,82.0999984741211,97.9000015258789,63371,24,378,1,0,0,0,Local Activity,61,23,3,15,0.0,19.549193066791297
1754,Local Activity,48,5270482,269601,82.0999984741211,97.9000015258789,67912,24,378,1,0,0,0,Local Activity,61,23,3,15,0.0,19.549193066791297
1755,Regional,49,5270482,269601,82.0999984741211,97.9000015258789,63371,26,791,4,0,0,0,Local Activity,45,31,3,23,0.0,19.549193066791297
1756,Regional,49,5270482,269601,82.0999984741211,97.9000015258789,67912,26,791,4,0,0,0,Regional,45,31,3,23,0.0,19.549193066791297
1757,Regional,50,5270482,269601,82.0999984741211,97.9000015258789,63371,48,1025,5,0,0,0,Regional,26,35,3,34,1.6094379124341003,19.549193066791297
1758,Regional,50,5270482,269601,82.0999984741211,97.9000015258789,67912,48,1025,5,0,0,0,Regional,26,35,3,34,1.6094379124341003,19.549193066791297
1759,Regional,51,5270482,269601,82.0999984741211,97.9000015258789,63371,38,1543,16,0,0,0,Regional,14,29,1,43,2.772588722239781,19.549193066791297
1760,Regional,51,5270482,269601,82.0999984741211,97.9000015258789,67912,38,1543,16,0,0,0,Regional,14,29,1,43,2.772588722239781,19.549193066791297
1761,Widespread,52,5270482,269601,82.0999984741211,97.9000015258789,63371,38,2082,16,0,0,0,Regional,8,15,0,43,3.6109179126442243,19.549193066791297
1762,Widespread,52,5270482,269601,82.0999984741211,97.9000015258789,67912,38,2082,16,0,0,0,Widespread,8,15,0,43,3.6109179126442243,19.549193066791297
1763,Widespread,1,5270482,269601,82.0999984741211,97.9000015258789,63371,75,2397,19,0,0,0,Widespread,4,6,0,31,4.127134385045092,19.549193066791297
1764,Widespread,1,5270482,269601,82.0999984741211,97.9000015258789,67912,75,2397,19,0,0,0,Widespread,4,6,0,31,4.127134385045092,19.549193066791297
1765,Widespread,2,5270482,269601,82.0999984741211,97.9000015258789,63371,84,2624,26,0,0,0,Widespread,2,4,0,20,4.343805421853684,19.549193066791297
1766,Widespread,2,5270482,269601,82.0999984741211,97.9000015258789,67912,84,2624,26,0,0,0,Widespread,2,4,0,20,4.343805421853684,19.549193066791297
1767,Widespread,3,5270482,269601,82.0999984741211,97.9000015258789,63371,98,2476,24,0,0,0,Widespread,2,2,0,17,4.406719247264253,19.549193066791297
1768,Widespread,3,5270482,269601,82.0999984741211,97.9000015258789,67912,98,2476,24,0,0,0,Widespread,2,2,0,17,4.406719247264253,19.549193066791297
1769,Widespread,4,5270482,269601,82.0999984741211,97.9000015258789,63371,114,2048,41,0,0,0,Widespread,2,3,0,18,4.382026634673881,19.549193066791297
1770,Widespread,4,5270482,269601,82.0999984741211,97.9000015258789,67912,114,2048,41,0,0,0,Widespread,2,3,0,18,4.382026634673881,19.549193066791297
1771,Regional,5,5270482,269601,82.0999984741211,97.9000015258789,63371,79,1466,31,0,0,0,Widespread,2,5,0,29,4.204692619390966,19.549193066791297
1772,Regional,5,5270482,269601,82.0999984741211,97.9000015258789,67912,79,1466,31,0,0,0,Regional,2,5,0,29,4.204692619390966,19.549193066791297
1773,Regional,6,5270482,269601,82.0999984741211,97.9000015258789,63371,109,1244,10,0,0,0,Regional,2,9,0,39,3.970291913552122,19.549193066791297
1774,Regional,6,5270482,269601,82.0999984741211,97.9000015258789,67912,109,1244,10,0,0,0,Regional,2,9,0,39,3.970291913552122,19.549193066791297
1775,Sporadic,7,5270482,269601,82.0999984741211,97.9000015258789,63371,76,852,14,0,0,0,Regional,3,16,0,42,3.7376696182833684,19.549193066791297
1776,Sporadic,7,5270482,269601,82.0999984741211,97.9000015258789,67912,76,852,14,0,0,0,Sporadic,3,16,0,42,3.7376696182833684,19.549193066791297
1777,Sporadic,8,5270482,269601,82.0999984741211,97.9000015258789,63371,68,655,13,0,0,0,Sporadic,6,26,0,43,3.332204510175204,19.549193066791297
1778,Sporadic,8,5270482,269601,82.0999984741211,97.9000015258789,67912,68,655,13,0,0,0,Sporadic,6,26,0,43,3.332204510175204,19.549193066791297
1779,Sporadic,9,5270482,269601,82.0999984741211,97.9000015258789,63371,75,465,15,0,0,0,Sporadic,8,43,0,33,2.9444389791664403,19.549193066791297
1780,Sporadic,9,5270482,269601,82.0999984741211,97.9000015258789,67912,75,465,15,0,0,0,Sporadic,8,43,0,33,2.9444389791664403,19.549193066791297
1781,Sporadic,10,5270482,269601,82.0999984741211,97.9000015258789,63371,85,318,7,0,0,0,Sporadic,17,47,0,24,2.5649493574615367,19.549193066791297
1782,Sporadic,10,5270482,269601,82.0999984741211,97.9000015258789,67912,85,318,7,0,0,0,Sporadic,17,47,0,24,2.5649493574615367,19.549193066791297
1783,Sporadic,11,5270482,269601,82.0999984741211,97.9000015258789,63371,111,277,4,0,0,0,Sporadic,31,42,0,21,2.1972245773362196,19.549193066791297
1784,Sporadic,11,5270482,269601,82.0999984741211,97.9000015258789,67912,111,277,4,0,0,0,Sporadic,31,42,0,21,2.1972245773362196,19.549193066791297
1785,Sporadic,12,5270482,269601,82.0999984741211,97.9000015258789,63371,131,158,10,0,0,0,Sporadic,40,38,0,16,2.1972245773362196,19.549193066791297
1786,Sporadic,12,5270482,269601,82.0999984741211,97.9000015258789,67912,131,158,10,0,0,0,Sporadic,40,38,0,16,2.1972245773362196,19.549193066791297
1787,Sporadic,13,5270482,269601,82.0999984741211,97.9000015258789,63371,146,112,6,0,0,0,Sporadic,45,36,1,11,2.302585092994046,19.549193066791297
1788,Sporadic,13,5270482,269601,82.0999984741211,97.9000015258789,67912,146,112,6,0,0,0,Sporadic,45,36,1,11,2.302585092994046,19.549193066791297
1789,Sporadic,14,5270482,269601,82.0999984741211,97.9000015258789,63371,170,90,4,0,0,0,Sporadic,48,34,2,8,2.3978952727983707,19.549193066791297
1790,Sporadic,14,5270482,269601,82.0999984741211,97.9000015258789,67912,170,90,4,0,0,0,Sporadic,48,34,2,8,2.3978952727983707,19.549193066791297
1791,Sporadic,15,5270482,269601,82.0999984741211,97.9000015258789,63371,140,40,3,0,0,0,Sporadic,49,31,3,7,2.5649493574615367,19.549193066791297
1792,Sporadic,15,5270482,269601,82.0999984741211,97.9000015258789,67912,140,40,3,0,0,0,Sporadic,49,31,3,7,2.5649493574615367,19.549193066791297
1793,Sporadic,16,5270482,269601,82.0999984741211,97.9000015258789,63371,150,18,4,0,0,0,Sporadic,50,28,6,6,2.5649493574615367,19.549193066791297
1794,Sporadic,16,5270482,269601,82.0999984741211,97.9000015258789,67912,150,18,4,0,0,0,Sporadic,50,28,6,6,2.5649493574615367,19.549193066791297
1795,Local Activity,17,5270482,269601,82.0999984741211,97.9000015258789,63371,137,24,5,0,0,0,Sporadic,54,26,8,5,2.302585092994046,19.549193066791297
1796,Local Activity,17,5270482,269601,82.0999984741211,97.9000015258789,67912,137,24,5,0,0,0,Local Activity,54,26,8,5,2.302585092994046,19.549193066791297
1797,Local Activity,18,5270482,269601,82.0999984741211,97.9000015258789,63371,111,9,5,0,0,0,Local Activity,61,21,8,4,2.1972245773362196,19.549193066791297
1798,Local Activity,18,5270482,269601,82.0999984741211,97.9000015258789,67912,111,9,5,0,0,0,Local Activity,61,21,8,4,2.1972245773362196,19.549193066791297
1799,Sporadic,19,5270482,269601,82.0999984741211,97.9000015258789,63371,84,7,4,0,0,0,Local Activity,73,10,8,4,2.0794415416798357,19.549193066791297
1800,Sporadic,19,5270482,269601,82.0999984741211,97.9000015258789,67912,84,7,4,0,0,0,Sporadic,73,10,8,4,2.0794415416798357,19.549193066791297
1801,Local Activity,20,5270482,269601,82.0999984741211,97.9000015258789,63371,92,6,7,0,0,0,Sporadic,77,10,9,7,1.791759469228055,19.549193066791297
1802,Local Activity,20,5270482,269601,82.0999984741211,97.9000015258789,67912,92,6,7,0,0,0,Local Activity,77,10,9,7,1.791759469228055,19.549193066791297
1803,Sporadic,41,5351218,269601,82.0999984741211,97.9000015258789,60940,107,5,0,0,0,0,Sporadic,29,3,19,0,0.0,19.848657831387865
1804,Sporadic,42,5351218,269601,82.0999984741211,97.9000015258789,60940,189,5,2,1,0,0,Sporadic,37,4,10,0,0.0,19.848657831387865
1805,Sporadic,43,5351218,269601,82.0999984741211,97.9000015258789,60940,186,5,0,0,0,0,Sporadic,36,5,10,0,0.0,19.848657831387865
1806,Sporadic,44,5351218,269601,82.0999984741211,97.9000015258789,60940,250,3,3,0,0,0,Sporadic,32,8,10,1,0.0,19.848657831387865
1807,Sporadic,45,5351218,269601,82.0999984741211,97.9000015258789,60940,420,6,5,0,0,0,Sporadic,41,3,5,2,0.0,19.848657831387865
1808,Local Activity,46,5351218,269601,82.0999984741211,97.9000015258789,60940,498,8,9,0,0,0,Sporadic,32,13,3,3,0.0,19.848657831387865
1809,Regional,47,5351218,269601,82.0999984741211,97.9000015258789,60940,781,5,12,0,0,0,Local Activity,24,21,1,5,0.0,19.848657831387865
1810,Regional,48,5351218,269601,82.0999984741211,97.9000015258789,60940,1102,4,10,0,0,0,Regional,18,20,2,9,1.0986122886681098,19.848657831387865
1811,Widespread,49,5351218,269601,82.0999984741211,97.9000015258789,60940,1934,7,6,0,0,0,Regional,12,19,0,14,1.9459101490553132,19.848657831387865
1812,Widespread,50,5351218,269601,82.0999984741211,97.9000015258789,60940,2840,4,22,0,0,0,Widespread,5,7,0,25,2.70805020110221,19.848657831387865
1813,Widespread,51,5351218,269601,82.0999984741211,97.9000015258789,60940,3347,2,36,0,0,0,Widespread,2,6,0,14,3.4011973816621555,19.848657831387865
1814,Widespread,52,5351218,269601,82.0999984741211,97.9000015258789,60940,3637,3,25,0,0,0,Widespread,2,2,0,11,3.6109179126442243,19.848657831387865
1815,Widespread,53,5351218,269601,82.0999984741211,97.9000015258789,60940,3282,0,34,0,0,0,Widespread,1,1,0,6,3.784189633918261,19.848657831387865
1816,Widespread,1,5351218,269601,82.0999984741211,97.9000015258789,60940,2952,7,22,0,0,0,Widespread,0,2,0,3,3.8501476017100584,19.848657831387865
1817,Widespread,2,5351218,269601,82.0999984741211,97.9000015258789,60940,2566,4,20,0,0,0,Widespread,0,2,0,3,3.8501476017100584,19.848657831387865
