,STATENAME,ACTIVITYESTIMATE,WEEK,SEASON,POP,AREA,HealthCare_All,HealthCare_Under65,HealthCare_Under18,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,TypeB,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread
393,Alaska,Sporadic,47,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,22,1,0,0,0,0,0,Sporadic,27,0,24,0,0
394,Alaska,Sporadic,48,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,26,2,1,0,0,0,0,Sporadic,29,1,21,0,0
395,Alaska,Sporadic,49,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,37,2,0,0,0,0,0,Sporadic,31,1,19,0,0
396,Alaska,No Activity,50,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,71,4,0,0,0,0,0,Sporadic,32,3,16,0,0
397,Alaska,Sporadic,51,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,96,5,0,0,0,0,0,No Activity,37,2,12,0,0
398,Alaska,No Activity,52,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,93,4,0,0,0,0,0,Sporadic,37,2,11,1,0
399,Alaska,Sporadic,1,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,98,13,1,0,0,0,0,No Activity,40,4,6,1,0
400,Alaska,Sporadic,2,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,135,21,4,0,0,0,0,Sporadic,37,7,5,2,0
401,Alaska,Sporadic,3,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,181,42,7,0,0,0,0,Sporadic,38,8,3,1,0
402,Alaska,Sporadic,4,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,245,67,5,0,0,0,0,Sporadic,35,8,3,4,0
403,Alaska,Sporadic,5,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,335,97,4,0,0,0,0,Sporadic,31,13,1,6,0
404,Alaska,Sporadic,6,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,385,141,0,0,0,0,0,Sporadic,28,12,1,9,1
405,Alaska,Sporadic,7,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,459,172,26,0,0,0,0,Sporadic,21,17,0,12,1
406,Alaska,Sporadic,8,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,629,220,22,0,0,0,0,Sporadic,16,20,0,13,2
407,Alaska,Sporadic,9,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,908,337,18,0,0,0,0,Sporadic,13,13,0,18,7
408,Alaska,Sporadic,10,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,1134,376,39,0,0,0,0,Sporadic,9,11,0,22,9
409,Alaska,Sporadic,11,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,1261,467,38,0,0,0,0,Sporadic,11,3,0,22,15
410,Alaska,Widespread,12,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,960,357,29,0,0,0,0,Sporadic,9,2,0,20,20
411,Alaska,Widespread,13,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,609,213,12,0,0,0,0,Widespread,5,9,0,21,16
412,Alaska,Widespread,14,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,539,199,19,0,0,0,0,Widespread,9,13,0,19,10
413,Alaska,Widespread,15,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,510,139,17,0,0,0,0,Widespread,12,20,0,9,10
414,Alaska,Widespread,16,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,482,85,13,0,0,0,0,Widespread,19,17,0,9,6
415,Alaska,Widespread,17,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,316,52,8,0,0,0,0,Widespread,22,14,1,10,4
416,Alaska,Widespread,18,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,279,43,4,0,0,0,0,Widespread,28,12,0,9,2
417,Alaska,Regional,19,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,211,21,3,0,0,0,0,Widespread,29,12,0,8,2
418,Alaska,Regional,20,2011-12,722038,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,57431,144,19,4,0,0,0,0,Regional,31,11,3,4,1
419,Alaska,Sporadic,41,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,62,6,0,0,0,0,0,Sporadic,31,1,18,0,0
420,Alaska,Sporadic,42,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,121,3,3,0,0,0,0,Sporadic,34,1,16,0,0
421,Alaska,Local Activity,43,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,146,2,0,0,0,0,0,Sporadic,35,3,13,0,0
422,Alaska,Local Activity,44,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,172,3,2,0,0,0,0,Local Activity,34,5,12,0,0
423,Alaska,Regional,45,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,259,4,4,0,0,0,0,Local Activity,33,8,8,1,0
424,Alaska,Widespread,46,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,368,8,2,2,0,0,0,Regional,33,8,5,4,0
425,Alaska,Widespread,47,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,530,4,6,0,0,0,0,Widespread,32,8,3,6,1
426,Alaska,Widespread,48,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,910,17,12,0,0,0,0,Widespread,20,19,1,7,4
427,Alaska,Widespread,49,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,1596,34,16,0,0,0,0,Widespread,13,15,0,15,8
428,Alaska,Widespread,50,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,2366,34,16,0,0,0,0,Widespread,3,12,0,17,18
429,Alaska,Widespread,51,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,3110,49,18,0,0,0,0,Widespread,4,6,0,12,29
430,Alaska,Widespread,52,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,3148,72,42,0,0,0,0,Widespread,2,3,0,14,31
431,Alaska,Widespread,1,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,2911,72,43,0,0,0,0,Widespread,1,2,0,7,41
432,Alaska,Widespread,2,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,3126,100,56,0,0,0,0,Widespread,1,1,0,2,47
433,Alaska,Widespread,3,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,2374,86,54,0,0,0,0,Widespread,0,1,0,2,48
434,Alaska,Widespread,4,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,1864,102,35,0,0,0,0,Widespread,0,2,0,2,47
435,Alaska,Widespread,5,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,1443,108,30,0,0,0,0,Widespread,0,2,0,7,42
436,Alaska,Widespread,6,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,897,86,17,0,0,0,0,Widespread,1,3,0,9,38
437,Alaska,Widespread,7,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,655,60,11,0,0,0,0,Widespread,1,5,0,14,31
438,Alaska,Regional,8,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,431,58,6,0,0,0,0,Widespread,1,7,0,21,22
439,Alaska,Regional,9,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,344,45,4,0,0,0,0,Regional,3,8,0,28,12
440,Alaska,Regional,10,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,259,43,5,0,0,0,0,Regional,4,14,0,24,9
441,Alaska,Regional,11,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,167,37,1,0,0,0,0,Regional,6,17,0,19,8
442,Alaska,Regional,12,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,137,29,2,0,0,0,0,Regional,8,27,0,8,7
443,Alaska,Local Activity,13,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,94,33,1,0,0,0,0,Regional,12,24,1,8,6
444,Alaska,Regional,14,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,104,26,0,0,0,0,0,Local Activity,12,27,1,7,4
445,Alaska,Local Activity,15,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,55,40,1,0,0,0,0,Regional,24,15,1,7,4
446,Alaska,Local Activity,16,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,62,28,0,0,0,0,0,Local Activity,34,8,0,6,3
447,Alaska,Local Activity,17,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,51,31,2,0,0,0,0,Local Activity,36,8,1,3,3
448,Alaska,Local Activity,18,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,51,17,3,0,0,0,0,Local Activity,36,6,5,3,0
449,Alaska,Sporadic,19,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,33,12,1,0,0,0,0,Local Activity,38,3,5,5,0
450,Alaska,Sporadic,20,2012-13,730399,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,63648,22,11,0,0,0,0,0,Sporadic,35,2,12,1,0
451,Alaska,Sporadic,41,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,20,53,1,0,0,0,0,Sporadic,50,6,44,0,0
452,Alaska,Sporadic,41,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,20,53,1,0,0,0,0,Sporadic,50,6,44,0,0
453,Alaska,Sporadic,42,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,15,48,1,0,0,0,0,Sporadic,55,6,41,0,0
454,Alaska,Sporadic,42,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,15,48,1,0,0,0,0,Sporadic,55,6,41,0,0
455,Alaska,Sporadic,43,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,16,69,0,0,0,0,0,Sporadic,58,7,34,1,0
456,Alaska,Sporadic,43,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,16,69,0,0,0,0,0,Sporadic,58,7,34,1,0
457,Alaska,Regional,44,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,22,79,4,0,0,0,0,Sporadic,68,10,25,3,0
458,Alaska,Regional,44,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,22,79,4,0,0,0,0,Regional,68,10,25,3,0
459,Alaska,Local Activity,45,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,23,135,0,0,0,0,0,Regional,71,12,16,3,0
460,Alaska,Local Activity,45,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,23,135,0,0,0,0,0,Local Activity,71,12,16,3,0
461,Alaska,Sporadic,46,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,17,230,5,0,0,0,0,Local Activity,71,17,9,5,0
462,Alaska,Sporadic,46,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,17,230,5,0,0,0,0,Sporadic,71,17,9,5,0
463,Alaska,Local Activity,47,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,14,357,1,0,0,0,0,Sporadic,68,19,5,10,0
464,Alaska,Local Activity,47,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,14,357,1,0,0,0,0,Local Activity,68,19,5,10,0
465,Alaska,Local Activity,48,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,24,378,1,0,0,0,0,Local Activity,61,23,3,15,0
466,Alaska,Local Activity,48,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,24,378,1,0,0,0,0,Local Activity,61,23,3,15,0
467,Alaska,Local Activity,49,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,26,791,4,0,0,0,0,Local Activity,45,31,3,23,0
468,Alaska,Local Activity,49,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,26,791,4,0,0,0,0,Local Activity,45,31,3,23,0
469,Alaska,Regional,50,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,48,1025,5,0,0,0,0,Local Activity,26,35,3,34,4
470,Alaska,Regional,50,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,48,1025,5,0,0,0,0,Regional,26,35,3,34,4
471,Alaska,Widespread,51,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,38,1543,16,0,0,0,0,Regional,14,29,1,43,15
472,Alaska,Widespread,51,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,38,1543,16,0,0,0,0,Widespread,14,29,1,43,15
473,Alaska,Widespread,52,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,38,2082,16,0,0,0,0,Widespread,8,15,0,43,36
474,Alaska,Widespread,52,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,38,2082,16,0,0,0,0,Widespread,8,15,0,43,36
475,Alaska,Widespread,1,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,75,2397,19,0,0,0,0,Widespread,4,6,0,31,61
476,Alaska,Widespread,1,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,75,2397,19,0,0,0,0,Widespread,4,6,0,31,61
477,Alaska,Widespread,2,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,84,2624,26,0,0,0,0,Widespread,2,4,0,20,76
478,Alaska,Widespread,2,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,84,2624,26,0,0,0,0,Widespread,2,4,0,20,76
479,Alaska,Widespread,3,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,98,2476,24,0,0,0,0,Widespread,2,2,0,17,81
480,Alaska,Widespread,3,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,98,2476,24,0,0,0,0,Widespread,2,2,0,17,81
481,Alaska,Widespread,4,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,114,2048,41,0,0,0,0,Widespread,2,3,0,18,79
482,Alaska,Widespread,4,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,114,2048,41,0,0,0,0,Widespread,2,3,0,18,79
483,Alaska,Regional,5,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,79,1466,31,0,0,0,0,Widespread,2,5,0,29,66
484,Alaska,Regional,5,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,79,1466,31,0,0,0,0,Regional,2,5,0,29,66
485,Alaska,Regional,6,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,109,1244,10,0,0,0,0,Regional,2,9,0,39,52
486,Alaska,Regional,6,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,109,1244,10,0,0,0,0,Regional,2,9,0,39,52
487,Alaska,Regional,7,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,76,852,14,0,0,0,0,Regional,3,16,0,42,41
488,Alaska,Regional,7,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,76,852,14,0,0,0,0,Regional,3,16,0,42,41
489,Alaska,Local Activity,8,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,68,655,13,0,0,0,0,Regional,6,26,0,43,27
490,Alaska,Local Activity,8,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,68,655,13,0,0,0,0,Local Activity,6,26,0,43,27
491,Alaska,Local Activity,9,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,75,465,15,0,0,0,0,Local Activity,8,43,0,33,18
492,Alaska,Local Activity,9,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,75,465,15,0,0,0,0,Local Activity,8,43,0,33,18
493,Alaska,Local Activity,10,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,85,318,7,0,0,0,0,Local Activity,17,47,0,24,12
494,Alaska,Local Activity,10,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,85,318,7,0,0,0,0,Local Activity,17,47,0,24,12
495,Alaska,Sporadic,11,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,111,277,4,0,0,0,0,Local Activity,31,42,0,21,8
496,Alaska,Sporadic,11,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,111,277,4,0,0,0,0,Sporadic,31,42,0,21,8
497,Alaska,Sporadic,12,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,131,158,10,0,0,0,0,Sporadic,40,38,0,16,8
498,Alaska,Sporadic,12,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,131,158,10,0,0,0,0,Sporadic,40,38,0,16,8
499,Alaska,Sporadic,13,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,146,112,6,0,0,0,0,Sporadic,45,36,1,11,9
500,Alaska,Sporadic,13,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,146,112,6,0,0,0,0,Sporadic,45,36,1,11,9
501,Alaska,Sporadic,14,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,170,90,4,0,0,0,0,Sporadic,48,34,2,8,10
502,Alaska,Sporadic,14,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,170,90,4,0,0,0,0,Sporadic,48,34,2,8,10
503,Alaska,Sporadic,15,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,140,40,3,0,0,0,0,Sporadic,49,31,3,7,12
504,Alaska,Sporadic,15,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,140,40,3,0,0,0,0,Sporadic,49,31,3,7,12
505,Alaska,Local Activity,16,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,150,18,4,0,0,0,0,Sporadic,50,28,6,6,12
506,Alaska,Local Activity,16,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,150,18,4,0,0,0,0,Local Activity,50,28,6,6,12
507,Alaska,Sporadic,17,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,137,24,5,0,0,0,0,Local Activity,54,26,8,5,9
508,Alaska,Sporadic,17,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,137,24,5,0,0,0,0,Sporadic,54,26,8,5,9
509,Alaska,Sporadic,18,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,111,9,5,0,0,0,0,Sporadic,61,21,8,4,8
510,Alaska,Sporadic,18,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,111,9,5,0,0,0,0,Sporadic,61,21,8,4,8
511,Alaska,Sporadic,19,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,84,7,4,0,0,0,0,Sporadic,73,10,8,4,7
512,Alaska,Sporadic,19,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,84,7,4,0,0,0,0,Sporadic,73,10,8,4,7
513,Alaska,Sporadic,20,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,61137,92,6,7,0,0,0,0,Sporadic,77,10,9,7,5
514,Alaska,Sporadic,20,2013-14,737045,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,72472,92,6,7,0,0,0,0,Sporadic,77,10,9,7,5
515,Alaska,Sporadic,41,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,107,5,0,0,0,0,0,Sporadic,29,3,19,0,0
516,Alaska,Local Activity,42,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,189,5,2,1,0,0,0,Sporadic,37,4,10,0,0
517,Alaska,Regional,43,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,186,5,0,0,0,0,0,Local Activity,36,5,10,0,0
518,Alaska,Regional,44,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,250,3,3,0,0,0,0,Regional,32,8,10,1,0
519,Alaska,Regional,45,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,420,6,5,0,0,0,0,Regional,41,3,5,2,0
520,Alaska,Regional,46,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,498,8,9,0,0,0,0,Regional,32,13,3,3,0
521,Alaska,Widespread,47,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,781,5,12,0,0,0,0,Regional,24,21,1,5,0
522,Alaska,Widespread,48,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,1102,4,10,0,0,0,0,Widespread,18,20,2,9,2
523,Alaska,Regional,49,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,1934,7,6,0,0,0,0,Widespread,12,19,0,14,6
524,Alaska,Local Activity,50,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,2840,4,22,0,0,0,0,Regional,5,7,0,25,14
525,Alaska,Local Activity,51,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,3347,2,36,0,0,0,0,Local Activity,2,6,0,14,29
526,Alaska,Regional,52,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,3637,3,25,0,0,0,0,Local Activity,2,2,0,11,36
527,Alaska,Regional,53,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,3282,0,34,0,0,0,0,Regional,1,1,0,6,43
528,Alaska,Local Activity,1,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,2952,7,22,0,0,0,0,Regional,0,2,0,3,46
529,Alaska,Local Activity,2,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,2566,4,20,0,0,0,0,Local Activity,0,2,0,3,46
530,Alaska,Local Activity,3,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,2240,1,31,0,0,0,0,Local Activity,0,2,0,5,44
531,Alaska,Local Activity,4,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,2013,5,10,0,0,0,0,Local Activity,0,2,0,5,44
532,Alaska,Local Activity,5,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,1596,5,9,0,0,0,0,Local Activity,0,2,0,9,40
533,Alaska,Local Activity,6,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,942,2,12,0,0,0,0,Local Activity,0,3,0,16,32
534,Alaska,Local Activity,7,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,662,3,5,0,0,0,0,Local Activity,0,6,0,15,30
535,Alaska,Sporadic,8,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,541,10,7,0,0,0,0,Local Activity,0,6,0,25,20
536,Alaska,Sporadic,9,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,409,1,5,0,0,0,0,Sporadic,2,7,0,30,12
537,Alaska,Sporadic,10,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,260,6,5,0,0,0,0,Sporadic,2,10,0,30,9
538,Alaska,Sporadic,11,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,228,1,8,0,0,0,0,Sporadic,2,13,0,29,7
539,Alaska,Sporadic,12,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,142,3,0,0,0,0,0,Sporadic,1,16,0,27,7
540,Alaska,Sporadic,13,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,99,3,4,0,0,0,0,Sporadic,5,22,0,20,4
541,Alaska,Sporadic,14,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,53,6,0,0,0,0,0,Sporadic,7,23,0,17,4
542,Alaska,Sporadic,15,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,44,8,2,0,0,0,0,Sporadic,14,20,0,14,3
543,Alaska,Sporadic,16,2014-15,736307,1723337,85.19999694824219,82.9000015258789,91.80000305175781,99.80000305175781,67629,29,2,1,0,0,0,0,Sporadic,18,18,2,10,3
