,STATENAME,ACTIVITYESTIMATE,WEEK,SEASON,POP,AREA,HealthCare_All,HealthCare_Under65,HealthCare_Under18,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,TypeB,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread
0,Alabama,Widespread,41,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,5,1877,34,0,8,4,0,Widespread,0,2,0,8,41
1,Alabama,Widespread,42,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,2216,57,0,9,3,0,Widespread,0,2,0,3,46
2,Alabama,Widespread,43,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,6,2387,57,0,24,2,0,Widespread,0,1,0,2,48
3,Alabama,Widespread,44,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,4,3210,79,0,24,8,0,Widespread,0,1,0,2,48
4,Alabama,Widespread,45,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,5108,160,0,18,1,0,Widespread,0,1,0,4,46
5,Alabama,Widespread,46,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,6433,279,0,18,0,0,Widespread,0,1,0,7,43
6,Alabama,Widespread,47,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,4,7284,327,0,27,3,0,Widespread,0,2,0,17,32
7,Alabama,Widespread,48,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,5770,293,0,37,1,0,Widespread,2,7,0,17,25
8,Alabama,Widespread,49,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,4510,193,0,21,2,0,Widespread,4,8,0,25,14
9,Alabama,Widespread,50,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,3593,111,0,21,2,0,Widespread,8,12,0,20,11
10,Alabama,Regional,51,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,2208,61,0,21,1,0,Widespread,11,14,1,18,7
11,Alabama,Widespread,52,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,1140,44,0,9,1,0,Regional,13,20,1,13,4
12,Alabama,Regional,1,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,225,9,0,3,0,0,Widespread,19,18,1,12,1
13,Alabama,Regional,2,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,3,208,5,0,2,1,0,Regional,24,16,2,9,0
14,Alabama,Regional,3,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,251,2,0,2,0,0,Regional,33,10,1,7,0
15,Alabama,Regional,4,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,3,219,5,0,0,0,0,Regional,34,9,3,5,0
16,Alabama,Regional,5,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,259,5,0,0,0,0,Regional,32,10,3,6,0
17,Alabama,Regional,6,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,210,5,0,0,1,0,Regional,30,11,4,6,0
18,Alabama,Regional,7,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,220,5,0,0,0,0,Regional,36,9,3,3,0
19,Alabama,Regional,8,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,293,4,0,0,0,0,Regional,36,8,4,3,0
20,Alabama,Regional,9,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,274,5,0,0,0,0,Regional,35,8,4,4,0
21,Alabama,Regional,10,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,314,6,0,0,0,0,Regional,34,6,6,5,0
22,Alabama,Regional,11,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,234,8,0,0,0,0,Regional,32,8,8,3,0
23,Alabama,Regional,12,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,155,2,0,0,0,0,Regional,32,8,8,3,0
24,Alabama,Regional,13,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,145,1,0,0,0,0,Regional,31,7,10,3,0
25,Alabama,Regional,14,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,90,5,0,0,0,0,Regional,34,3,11,3,0
26,Alabama,Local Activity,15,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,42,1,0,0,0,0,Regional,39,1,9,2,0
27,Alabama,Local Activity,16,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,16,0,0,0,0,0,Local Activity,32,4,15,0,0
28,Alabama,Local Activity,17,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,0,13,0,0,0,0,0,Local Activity,32,2,17,0,0
29,Alabama,No Activity,18,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,17,0,0,0,0,0,Local Activity,28,4,19,0,0
30,Alabama,No Activity,19,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,2,5,0,0,0,0,0,No Activity,24,1,26,0,0
31,Alabama,No Activity,20,2009-10,4757938,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,39980,1,4,0,0,1,0,0,No Activity,19,1,30,0,0
32,Alabama,No Activity,41,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,33,12,1,0,0,0,0,No Activity,20,0,31,0,0
33,Alabama,Sporadic,42,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,33,7,1,0,0,0,0,No Activity,25,0,26,0,0
34,Alabama,Sporadic,43,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,48,10,3,0,0,0,0,Sporadic,23,2,26,0,0
35,Alabama,Sporadic,44,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,47,10,0,0,0,0,0,Sporadic,29,1,21,0,0
36,Alabama,Sporadic,45,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,64,11,0,0,0,0,0,Sporadic,36,3,12,0,0
37,Alabama,Local Activity,46,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,94,16,4,0,0,0,0,Sporadic,35,4,12,0,0
38,Alabama,Local Activity,47,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,114,10,3,0,0,0,0,Local Activity,32,7,11,1,0
39,Alabama,Sporadic,48,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,130,31,3,0,0,0,0,Local Activity,32,11,7,1,0
40,Alabama,Local Activity,49,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,282,36,3,0,0,0,0,Sporadic,30,12,6,3,0
41,Alabama,Regional,50,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,404,74,18,0,0,0,0,Local Activity,22,20,5,4,0
42,Alabama,Widespread,51,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,612,88,20,0,0,0,0,Regional,29,7,1,13,1
43,Alabama,Widespread,52,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,794,185,23,0,0,0,0,Widespread,24,9,0,13,5
44,Alabama,Widespread,1,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,850,318,24,0,0,0,0,Widespread,15,12,0,16,8
45,Alabama,Widespread,2,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,926,500,20,0,0,0,0,Widespread,6,17,0,17,11
46,Alabama,Widespread,3,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,1112,742,16,0,0,0,0,Widespread,5,13,0,16,17
47,Alabama,Widespread,4,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,1156,964,27,0,0,0,0,Widespread,4,5,0,17,25
48,Alabama,Widespread,5,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,1138,1073,41,0,0,0,0,Widespread,4,2,0,15,30
49,Alabama,Widespread,6,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,1167,1119,26,0,0,0,0,Widespread,4,1,0,9,37
50,Alabama,Widespread,7,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,1245,1248,39,0,0,0,0,Widespread,3,1,0,9,38
51,Alabama,Regional,8,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,1016,1017,34,0,0,0,0,Widespread,2,1,0,4,44
52,Alabama,Regional,9,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,852,818,17,0,0,0,0,Regional,0,2,0,5,44
53,Alabama,Regional,10,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,767,611,26,0,0,0,0,Regional,0,3,0,9,39
54,Alabama,Local Activity,11,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,541,377,16,0,0,0,0,Regional,1,4,0,15,31
55,Alabama,Local Activity,12,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,374,214,11,0,0,0,0,Local Activity,3,8,0,22,18
56,Alabama,Local Activity,13,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,248,147,11,0,0,0,0,Local Activity,6,13,0,22,10
57,Alabama,Local Activity,14,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,197,71,5,0,0,0,0,Local Activity,11,20,0,17,3
58,Alabama,Sporadic,15,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,127,32,1,0,0,0,0,Local Activity,16,24,0,9,2
59,Alabama,Local Activity,16,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,54,21,6,0,0,0,0,Sporadic,25,20,1,5,0
60,Alabama,Sporadic,17,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,24,7,2,0,0,0,0,Local Activity,32,11,4,4,0
61,Alabama,Sporadic,18,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,22,10,2,0,0,0,0,Sporadic,33,8,8,2,0
62,Alabama,No Activity,19,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,8,2,0,0,0,0,0,Sporadic,34,2,14,1,0
63,Alabama,No Activity,20,2010-11,4785448,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,40933,6,0,1,0,0,0,0,No Activity,27,0,24,0,0
64,Alabama,No Activity,41,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,9,0,0,0,0,0,0,No Activity,21,0,30,0,0
65,Alabama,No Activity,42,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,10,2,1,0,0,0,0,No Activity,19,0,32,0,0
66,Alabama,No Activity,43,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,12,0,2,0,0,0,0,No Activity,19,0,32,0,0
67,Alabama,No Activity,44,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,15,1,2,0,0,0,0,No Activity,21,0,30,0,0
68,Alabama,No Activity,45,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,14,0,0,0,0,0,0,No Activity,26,1,24,0,0
69,Alabama,No Activity,46,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,14,0,5,0,0,0,0,No Activity,24,0,27,0,0
70,Alabama,No Activity,47,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,22,1,0,0,0,0,0,No Activity,27,0,24,0,0
71,Alabama,No Activity,48,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,26,2,1,0,0,0,0,No Activity,29,1,21,0,0
72,Alabama,Local Activity,49,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,37,2,0,0,0,0,0,No Activity,31,1,19,0,0
73,Alabama,Local Activity,50,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,71,4,0,0,0,0,0,Local Activity,32,3,16,0,0
74,Alabama,Local Activity,51,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,96,5,0,0,0,0,0,Local Activity,37,2,12,0,0
75,Alabama,Sporadic,52,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,93,4,0,0,0,0,0,Local Activity,37,2,11,1,0
76,Alabama,Sporadic,1,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,98,13,1,0,0,0,0,Sporadic,40,4,6,1,0
77,Alabama,Sporadic,2,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,135,21,4,0,0,0,0,Sporadic,37,7,5,2,0
78,Alabama,Sporadic,3,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,181,42,7,0,0,0,0,Sporadic,38,8,3,1,0
79,Alabama,Local Activity,4,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,245,67,5,0,0,0,0,Sporadic,35,8,3,4,0
80,Alabama,Regional,5,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,335,97,4,0,0,0,0,Local Activity,31,13,1,6,0
81,Alabama,Regional,6,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,385,141,0,0,0,0,0,Regional,28,12,1,9,1
82,Alabama,Local Activity,7,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,459,172,26,0,0,0,0,Regional,21,17,0,12,1
83,Alabama,Regional,8,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,629,220,22,0,0,0,0,Local Activity,16,20,0,13,2
84,Alabama,Regional,9,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,908,337,18,0,0,0,0,Regional,13,13,0,18,7
85,Alabama,Regional,10,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,1134,376,39,0,0,0,0,Regional,9,11,0,22,9
86,Alabama,Regional,11,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,1261,467,38,0,0,0,0,Regional,11,3,0,22,15
87,Alabama,Local Activity,12,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,960,357,29,0,0,0,0,Regional,9,2,0,20,20
88,Alabama,Local Activity,13,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,609,213,12,0,0,0,0,Local Activity,5,9,0,21,16
89,Alabama,Sporadic,14,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,539,199,19,0,0,0,0,Local Activity,9,13,0,19,10
90,Alabama,Local Activity,15,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,510,139,17,0,0,0,0,Sporadic,12,20,0,9,10
91,Alabama,Local Activity,16,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,482,85,13,0,0,0,0,Local Activity,19,17,0,9,6
92,Alabama,Local Activity,17,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,316,52,8,0,0,0,0,Local Activity,22,14,1,10,4
93,Alabama,Local Activity,18,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,279,43,4,0,0,0,0,Local Activity,28,12,0,9,2
94,Alabama,Local Activity,19,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,211,21,3,0,0,0,0,Local Activity,29,12,0,8,2
95,Alabama,Local Activity,20,2011-12,4798834,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,42590,144,19,4,0,0,0,0,Local Activity,31,11,3,4,1
96,Alabama,Sporadic,41,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,62,6,0,0,0,0,0,Sporadic,31,1,18,0,0
97,Alabama,Sporadic,42,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,121,3,3,0,0,0,0,Sporadic,34,1,16,0,0
98,Alabama,Sporadic,43,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,146,2,0,0,0,0,0,Sporadic,35,3,13,0,0
99,Alabama,Local Activity,44,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,172,3,2,0,0,0,0,Sporadic,34,5,12,0,0
100,Alabama,Regional,45,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,259,4,4,0,0,0,0,Local Activity,33,8,8,1,0
101,Alabama,Regional,46,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,368,8,2,2,0,0,0,Regional,33,8,5,4,0
102,Alabama,Regional,47,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,530,4,6,0,0,0,0,Regional,32,8,3,6,1
103,Alabama,Widespread,48,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,910,17,12,0,0,0,0,Regional,20,19,1,7,4
104,Alabama,Widespread,49,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,1596,34,16,0,0,0,0,Widespread,13,15,0,15,8
105,Alabama,Widespread,50,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,2366,34,16,0,0,0,0,Widespread,3,12,0,17,18
106,Alabama,Regional,51,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,3110,49,18,0,0,0,0,Widespread,4,6,0,12,29
107,Alabama,Widespread,52,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,3148,72,42,0,0,0,0,Regional,2,3,0,14,31
108,Alabama,Widespread,1,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,2911,72,43,0,0,0,0,Widespread,1,2,0,7,41
109,Alabama,Widespread,2,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,3126,100,56,0,0,0,0,Widespread,1,1,0,2,47
110,Alabama,Widespread,3,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,2374,86,54,0,0,0,0,Widespread,0,1,0,2,48
111,Alabama,Regional,4,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,1864,102,35,0,0,0,0,Widespread,0,2,0,2,47
112,Alabama,Regional,5,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,1443,108,30,0,0,0,0,Regional,0,2,0,7,42
113,Alabama,Regional,6,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,897,86,17,0,0,0,0,Regional,1,3,0,9,38
114,Alabama,Local Activity,7,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,655,60,11,0,0,0,0,Regional,1,5,0,14,31
115,Alabama,Sporadic,8,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,431,58,6,0,0,0,0,Local Activity,1,7,0,21,22
116,Alabama,Local Activity,9,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,344,45,4,0,0,0,0,Sporadic,3,8,0,28,12
117,Alabama,Regional,10,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,259,43,5,0,0,0,0,Local Activity,4,14,0,24,9
118,Alabama,Local Activity,11,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,167,37,1,0,0,0,0,Regional,6,17,0,19,8
119,Alabama,Local Activity,12,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,137,29,2,0,0,0,0,Local Activity,8,27,0,8,7
120,Alabama,Local Activity,13,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,94,33,1,0,0,0,0,Local Activity,12,24,1,8,6
121,Alabama,Sporadic,14,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,104,26,0,0,0,0,0,Local Activity,12,27,1,7,4
122,Alabama,Sporadic,15,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,55,40,1,0,0,0,0,Sporadic,24,15,1,7,4
123,Alabama,Sporadic,16,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,62,28,0,0,0,0,0,Sporadic,34,8,0,6,3
124,Alabama,Sporadic,17,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,51,31,2,0,0,0,0,Sporadic,36,8,1,3,3
125,Alabama,Sporadic,18,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,51,17,3,0,0,0,0,Sporadic,36,6,5,3,0
126,Alabama,No Activity,19,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,33,12,1,0,0,0,0,Sporadic,38,3,5,5,0
127,Alabama,Sporadic,20,2012-13,4815564,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,43464,22,11,0,0,0,0,0,No Activity,35,2,12,1,0
128,Alabama,Local Activity,41,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,20,53,1,0,0,0,0,Local Activity,50,6,44,0,0
129,Alabama,Local Activity,41,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,20,53,1,0,0,0,0,Local Activity,50,6,44,0,0
130,Alabama,Local Activity,42,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,15,48,1,0,0,0,0,Local Activity,55,6,41,0,0
131,Alabama,Local Activity,42,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,15,48,1,0,0,0,0,Local Activity,55,6,41,0,0
132,Alabama,Regional,43,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,16,69,0,0,0,0,0,Local Activity,58,7,34,1,0
133,Alabama,Regional,43,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,16,69,0,0,0,0,0,Regional,58,7,34,1,0
134,Alabama,Regional,44,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,22,79,4,0,0,0,0,Regional,68,10,25,3,0
135,Alabama,Regional,44,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,22,79,4,0,0,0,0,Regional,68,10,25,3,0
136,Alabama,Regional,45,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,23,135,0,0,0,0,0,Regional,71,12,16,3,0
137,Alabama,Regional,45,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,23,135,0,0,0,0,0,Regional,71,12,16,3,0
138,Alabama,Regional,46,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,17,230,5,0,0,0,0,Regional,71,17,9,5,0
139,Alabama,Regional,46,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,17,230,5,0,0,0,0,Regional,71,17,9,5,0
140,Alabama,Regional,47,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,14,357,1,0,0,0,0,Regional,68,19,5,10,0
141,Alabama,Regional,47,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,14,357,1,0,0,0,0,Regional,68,19,5,10,0
142,Alabama,Regional,48,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,24,378,1,0,0,0,0,Regional,61,23,3,15,0
143,Alabama,Regional,48,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,24,378,1,0,0,0,0,Regional,61,23,3,15,0
144,Alabama,Regional,49,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,26,791,4,0,0,0,0,Regional,45,31,3,23,0
145,Alabama,Regional,49,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,26,791,4,0,0,0,0,Regional,45,31,3,23,0
146,Alabama,Widespread,50,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,48,1025,5,0,0,0,0,Regional,26,35,3,34,4
147,Alabama,Widespread,50,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,48,1025,5,0,0,0,0,Widespread,26,35,3,34,4
148,Alabama,Widespread,51,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,38,1543,16,0,0,0,0,Widespread,14,29,1,43,15
149,Alabama,Widespread,51,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,38,1543,16,0,0,0,0,Widespread,14,29,1,43,15
150,Alabama,Widespread,52,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,38,2082,16,0,0,0,0,Widespread,8,15,0,43,36
151,Alabama,Widespread,52,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,38,2082,16,0,0,0,0,Widespread,8,15,0,43,36
152,Alabama,Widespread,1,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,75,2397,19,0,0,0,0,Widespread,4,6,0,31,61
153,Alabama,Widespread,1,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,75,2397,19,0,0,0,0,Widespread,4,6,0,31,61
154,Alabama,Regional,2,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,84,2624,26,0,0,0,0,Widespread,2,4,0,20,76
155,Alabama,Regional,2,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,84,2624,26,0,0,0,0,Regional,2,4,0,20,76
156,Alabama,Regional,3,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,98,2476,24,0,0,0,0,Regional,2,2,0,17,81
157,Alabama,Regional,3,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,98,2476,24,0,0,0,0,Regional,2,2,0,17,81
158,Alabama,Regional,4,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,41381,114,2048,41,0,0,0,0,Regional,2,3,0,18,79
159,Alabama,Regional,4,2013-14,4830460,135767,84.5999984741211,82.30000305175781,91.0999984741211,98.5,47320,114,2048,41,0,0,0,0,Regional,2,3,0,18,79
